What is the study of how drugs affect the body and how the body affects drugs?,Pharmacodynamics,Pharmaceutics,Pharmacokinetics,Pharmacology,D
Which of the following is an example of a prodrug?,Lisinopril,Codeine,Morphine,Diazepam,D
Name the enzyme responsible for metabolizing many drugs in the liver.,Acetylcholinesterase,Squalene synthase,Monoamine oxidase,Cytochrome P450,D
What is the term used to describe the study of how drugs are administered to achieve therapeutic effects?,Pharmacokinetics,Pharmacogenetics,Pharmacodynamics,Pharmaceutics,D
Which of the following is an example of a drug that acts as an antagonist?,Atropine,Naloxone,Warfarin,Albuterol,B
Name the term used to describe the minimum effective concentration of a drug required to produce a therapeutic effect.,Therapeutic index,Half-life,Minimum toxic concentration,Minimum effective dose,D
What is the term used to describe the study of how drugs interact with specific drug receptors to produce a pharmacological response?,Pharmacogenetics,Pharmacodynamics,Pharmacokinetics,Pharmaceutics,B
Which of the following is an example of a drug that acts as an agonist?,Naloxone,Morphine,Atropine,Diazepam,B
Name the term used to describe the ratio of the median lethal dose to the median effective dose of a drug.,Half-life,Bioavailability,Therapeutic index,Minimum toxic concentration,C
Which of the following is an example of a drug that undergoes extensive first-pass metabolism?,Lisinopril,Morphine,Warfarin,Codeine,D
Name the term used to describe the time required for the concentration of a drug in the body to decrease by half.,Minimum toxic concentration,Bioavailability,Therapeutic index,Half-life,D
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation?,Minimum effective dose,Minimum toxic concentration,Bioavailability,Half-life,C
Which of the following is an example of a drug that exhibits zero-order kinetics?,Acetaminophen,Diazepam,Phenytoin,Aspirin,C
Name the term used to describe the process by which drugs are transported from the site of administration to the systemic circulation.,Excretion,Distribution,Absorption,Metabolism,C
What is the term used to describe the study of how genetic factors influence an individual's response to drugs?,Pharmaceutics,Pharmacodynamics,Pharmacogenetics,Pharmacokinetics,C
Which of the following is an example of a drug that undergoes enterohepatic circulation?,Estradiol,Aspirin,Lisinopril,Amoxicillin,A
Name the term used to describe the process by which drugs are eliminated from the body.,Excretion,Metabolism,Distribution,Elimination,A
What is the term used to describe the fraction of an administered dose of a drug that reaches the target site and produces a pharmacological effect?,Minimum effective dose,Half-life,Minimum toxic concentration,Bioavailability,D
Which of the following is an example of a drug that exhibits dose-dependent pharmacokinetics?,Diazepam,Morphine,Warfarin,Codeine,C
What is the term used to describe the process by which a drug moves from its site of administration into the bloodstream?,Excretion,Absorption,Distribution,Metabolism,B
Which of the following factors can affect the bioavailability of a drug?,First-pass metabolism,Protein binding,P-glycoprotein efflux,All of the above,D
Name the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation unchanged.,Bioavailability,Half-life,Clearance,Volume of distribution,A
What is the term used to describe the volume of fluid from which a drug is removed per unit of time?,Half-life,Volume of distribution,Clearance,Bioavailability,C
Which of the following is an example of a drug that exhibits high protein binding?,Morphine,Warfarin,Acetaminophen,Lisinopril,B
Name the term used to describe the apparent volume in which a drug is distributed in the body relative to its concentration in plasma.,Pharmacokinetics,Volume of distribution,Bioavailability,Half-life,B
What is the term used to describe the fraction of an administered dose of a drug that reaches the target site and produces a pharmacological effect?,Half-life,Minimum toxic concentration,Bioavailability,Minimum effective dose,C
Which of the following is an example of a drug that exhibits saturable elimination?,Phenytoin,Diazepam,Aspirin,Acetaminophen,A
Name the term used to describe the time required for the concentration of a drug in the body to decrease by half.,Therapeutic index,Bioavailability,Half-life,Minimum toxic concentration,C
What is the term used to describe the process by which a drug is converted into one or more metabolites by enzymes in the body?,Metabolism,Absorption,Distribution,Excretion,A
Which of the following factors can affect the volume of distribution of a drug?,Plasma protein levels,Body weight,Body composition,All of the above,D
Name the enzyme responsible for metabolizing many drugs in the liver.,Cytochrome P450,Monoamine oxidase,Squalene synthase,Acetylcholinesterase,A
What is the term used to describe the apparent volume of plasma from which a drug is removed per unit of time?,Bioavailability,Volume of distribution,Clearance,Half-life,C
Which of the following is an example of a drug that exhibits zero-order kinetics?,Acetaminophen,Diazepam,Phenytoin,Aspirin,C
Name the term used to describe the process by which a drug is eliminated from the body.,Metabolism,Elimination,Excretion,Distribution,C
What is the term used to describe the fraction of an administered dose of a drug that is excreted unchanged in the urine?,Volume of distribution,Renal clearance,Bioavailability,Half-life,B
Which of the following is an example of a drug that undergoes enterohepatic circulation?,Lisinopril,Estradiol,Aspirin,Amoxicillin,B
Name the term used to describe the process by which a drug is distributed throughout the body.,Distribution,Metabolism,Excretion,Absorption,A
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation?,Minimum effective dose,Bioavailability,Minimum toxic concentration,Half-life,B
Which of the following is an example of a drug that exhibits dose-dependent pharmacokinetics?,Warfarin,Codeine,Diazepam,Morphine,A
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation unchanged?,Half-life,Bioavailability,Clearance,Volume of distribution,B
Which of the following factors can affect the bioavailability of a drug?,Protein binding,P-glycoprotein efflux,First-pass metabolism,All of the above,D
Name the term used to describe the apparent volume in which a drug is distributed in the body relative to its concentration in plasma.,Half-life,Bioavailability,Pharmacokinetics,Volume of distribution,D
What is the term used to describe the volume of fluid from which a drug is removed per unit of time?,Bioavailability,Clearance,Volume of distribution,Half-life,B
Which of the following is an example of a drug that exhibits high protein binding?,Morphine,Warfarin,Lisinopril,Acetaminophen,B
Name the term used to describe the apparent volume of plasma from which a drug is removed per unit of time?,Bioavailability,Half-life,Clearance,Volume of distribution,C
What is the term used to describe the process by which a drug is converted into one or more metabolites by enzymes in the body?,Excretion,Distribution,Metabolism,Absorption,C
Which of the following factors can affect the volume of distribution of a drug?,All of the above,Plasma protein levels,Body composition,Body weight,A
Name the enzyme responsible for metabolizing many drugs in the liver.,Monoamine oxidase,Cytochrome P450,Acetylcholinesterase,Squalene synthase,B
What is the term used to describe the apparent volume of plasma from which a drug is removed per unit of time?,Volume of distribution,Clearance,Bioavailability,Half-life,B
Which of the following is an example of a drug that exhibits saturable elimination?,Diazepam,Acetaminophen,Phenytoin,Aspirin,C
Name the term used to describe the time required for the concentration of a drug in the body to decrease by half.,Half-life,Therapeutic index,Minimum toxic concentration,Bioavailability,A
What is the term used to describe the process by which a drug is eliminated from the body?,Metabolism,Elimination,Excretion,Distribution,C
Which of the following is an example of a drug that exhibits zero-order kinetics?,Acetaminophen,Diazepam,Phenytoin,Aspirin,C
Name the term used to describe the process by which a drug is distributed throughout the body.,Excretion,Absorption,Metabolism,Distribution,D
What is the term used to describe the fraction of an administered dose of a drug that is excreted unchanged in the urine?,Volume of distribution,Half-life,Bioavailability,Renal clearance,D
Which of the following is an example of a drug that undergoes enterohepatic circulation?,Aspirin,Estradiol,Lisinopril,Amoxicillin,B
Name the term used to describe the process by which a drug is distributed throughout the body.,Absorption,Distribution,Metabolism,Excretion,B
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation?,Bioavailability,Minimum effective dose,Minimum toxic concentration,Half-life,A
Which of the following is an example of a drug that exhibits dose-dependent pharmacokinetics?,Diazepam,Codeine,Morphine,Warfarin,D
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation unchanged?,Half-life,Bioavailability,Volume of distribution,Clearance,B
Which of the following factors can affect the bioavailability of a drug?,All of the above,Protein binding,P-glycoprotein efflux,First-pass metabolism,A
Name the term used to describe the apparent volume in which a drug is distributed in the body relative to its concentration in plasma.,Half-life,Bioavailability,Volume of distribution,Pharmacokinetics,C
What is the term used to describe the volume of fluid from which a drug is removed per unit of time?,Volume of distribution,Half-life,Bioavailability,Clearance,D
Which of the following is an example of a drug that exhibits high protein binding?,Morphine,Warfarin,Lisinopril,Acetaminophen,B
Name the term used to describe the apparent volume of plasma from which a drug is removed per unit of time?,Volume of distribution,Half-life,Clearance,Bioavailability,C
What is the term used to describe the process by which a drug is converted into one or more metabolites by enzymes in the body?,Metabolism,Distribution,Absorption,Excretion,A
Which of the following factors can affect the volume of distribution of a drug?,Body composition,Body weight,Plasma protein levels,All of the above,D
Name the enzyme responsible for metabolizing many drugs in the liver.,Acetylcholinesterase,Cytochrome P450,Squalene synthase,Monoamine oxidase,B
What is the term used to describe the apparent volume of plasma from which a drug is removed per unit of time?,Half-life,Bioavailability,Clearance,Volume of distribution,C
Which of the following is an example of a drug that exhibits saturable elimination?,Acetaminophen,Aspirin,Phenytoin,Diazepam,C
Name the term used to describe the time required for the concentration of a drug in the body to decrease by half.,Minimum toxic concentration,Half-life,Therapeutic index,Bioavailability,B
What is the term used to describe the process by which a drug is eliminated from the body?,Metabolism,Distribution,Excretion,Elimination,C
Which of the following is an example of a drug that exhibits zero-order kinetics?,Phenytoin,Acetaminophen,Aspirin,Diazepam,A
Name the term used to describe the process by which a drug is distributed throughout the body.,Absorption,Metabolism,Excretion,Distribution,D
What is the term used to describe the fraction of an administered dose of a drug that is excreted unchanged in the urine?,Volume of distribution,Renal clearance,Bioavailability,Half-life,B
Which of the following is an example of a drug that undergoes enterohepatic circulation?,Aspirin,Lisinopril,Estradiol,Amoxicillin,C
Name the term used to describe the process by which a drug is distributed throughout the body.,Metabolism,Distribution,Absorption,Excretion,B
What is the term used to describe the fraction of an administered dose of a drug that reaches the systemic circulation?,Bioavailability,Half-life,Minimum effective dose,Minimum toxic concentration,A
Which of the following is an example of a drug that exhibits dose-dependent pharmacokinetics?,Codeine,Morphine,Diazepam,Warfarin,D
What is the term used to describe the maximum response that can be produced by a drug?,Toxicity,Efficacy,Potency,Half-life,B
Which of the following factors can affect drug receptor interaction?,All of the above,Affinity,Drug concentration,Receptor density,A
Name the term used to describe the ability of a drug to produce a specific therapeutic effect.,Half-life,Efficacy,Potency,Toxicity,B
What is the term used to describe the dose of a drug that is required to produce a specific therapeutic effect in 50% of the population?,TD50,EC50,LD50,ED50,D
Which of the following is an example of a drug with high intrinsic activity?,Naloxone,Morphine,Oxycodone,Codeine,B
Name the term used to describe the dose of a drug that is lethal in 50% of the population.,EC50,TD50,LD50,ED50,C
What is the term used to describe the concentration of a drug required to produce a specific effect?,Potency,Toxicity,Half-life,Efficacy,A
Which of the following factors can affect drug-receptor binding?,Temperature,All of the above,Presence of other drugs,pH,B
Name the term used to describe the ratio of the toxic dose to the therapeutic dose of a drug.,Volume of distribution,Therapeutic index,Bioavailability,Half-life,B
What is the term used to describe the time required for a drug to reach its maximum effect?,Duration of action,Half-life,Onset of action,Peak plasma concentration,C
Which of the following is an example of a drug with low intrinsic activity?,Codeine,Morphine,Naloxone,Oxycodone,C
Name the term used to describe the concentration of a drug required to produce a toxic effect.,Minimum effective concentration,Peak plasma concentration,Toxic concentration,Minimum toxic concentration,C
What is the term used to describe the duration of a drug's effect?,Half-life,Duration of action,Peak plasma concentration,Onset of action,B
Which of the following factors can affect drug response?,All of the above,Genetics,Disease states,Age,A
Name the term used to describe the process by which a drug binds to its receptor.,Drug absorption,Drug metabolism,Drug elimination,Drug-receptor interaction,D
What is the term used to describe the concentration of a drug required to produce a therapeutic effect in 50% of the population?,MC50,EC50,DC50,LC50,B
Which of the following is an example of a drug with high selectivity?,Aspirin,Loratadine,Amoxicillin,Ciprofloxacin,B
Name the term used to describe the ability of a drug to bind to its receptor.,Potency,Affinity,Half-life,Toxicity,B
What is the term used to describe the concentration of a drug required to produce a specific effect in 50% of the maximal response?,EC50,MC50,LC50,DC50,A
Which of the following factors can affect drug selectivity?,Structural features of the drug,Tissue distribution,All of the above,Receptor subtypes,C
What type of drug receptor is Nicotinic acetylcholine receptor?,Enzyme-linked receptor,Intracellular receptor,G protein-coupled receptor,Ligand-gated ion channel,D
Which of the following is an example of a drug that acts as an agonist at adrenergic receptors?,Methyldopa,Propranolol,Epinephrine,Norepinephrine,C
Name the enzyme targeted by angiotensin-converting enzyme (ACE) inhibitors.,Acetylcholinesterase,HMG-CoA reductase,Cyclooxygenase,Angiotensin-converting enzyme,D
What is the primary mechanism of action of beta-adrenergic antagonists (beta-blockers)?,Blockade of beta-adrenergic receptors,Inhibition of dopamine receptors,Inhibition of cyclooxygenase,Inhibition of acetylcholinesterase,A
Which of the following is an example of a drug that acts as an antagonist at muscarinic receptors?,Pilocarpine,Bethanechol,Acetylcholine,Atropine,D
Name the enzyme targeted by selective serotonin reuptake inhibitors (SSRIs).,Cyclooxygenase,Acetylcholinesterase,Serotonin transporter,Monoamine oxidase,C
What is the primary mechanism of action of angiotensin receptor blockers (ARBs)?,Inhibition of dopamine receptors,Inhibition of acetylcholinesterase,Blockade of angiotensin receptors,Inhibition of cyclooxygenase,C
Which of the following is an example of a drug that acts as an agonist at GABA receptors?,Flumazenil,Amphetamine,Diazepam,Phenobarbital,C
Name the enzyme targeted by nonsteroidal anti-inflammatory drugs (NSAIDs).,Angiotensin-converting enzyme,HMG-CoA reductase,Cyclooxygenase,Acetylcholinesterase,C
What is the primary mechanism of action of selective serotonin reuptake inhibitors (SSRIs)?,Blockade of serotonin receptors,Inhibition of serotonin reuptake,Inhibition of acetylcholinesterase,Inhibition of cyclooxygenase,B
Which of the following is an example of a drug that acts as an antagonist at histamine H1 receptors?,Propranolol,Epinephrine,Diphenhydramine,Histamine,C
Name the enzyme targeted by statins (HMG-CoA reductase inhibitors).,Angiotensin-converting enzyme,Acetylcholinesterase,Cyclooxygenase,HMG-CoA reductase,D
What is the primary mechanism of action of selective serotonin-norepinephrine reuptake inhibitors (SNRIs)?,Inhibition of acetylcholinesterase,Blockade of serotonin and norepinephrine receptors,Inhibition of serotonin and norepinephrine reuptake,Inhibition of cyclooxygenase,C
Which of the following is an example of a drug that acts as an agonist at opioid receptors?,Naloxone,Oxycodone,Codeine,Morphine,D
Name the enzyme targeted by proton pump inhibitors (PPIs).,Angiotensin-converting enzyme,Acetylcholinesterase,Proton pump,Cyclooxygenase,C
What is the primary mechanism of action of selective beta2-adrenergic agonists?,Blockade of beta2-adrenergic receptors,Inhibition of cyclooxygenase,Inhibition of acetylcholinesterase,Activation of beta2-adrenergic receptors,D
Which of the following is an example of a drug that acts as an antagonist at dopamine receptors?,Methyldopa,Dopamine,Haloperidol,Amphetamine,C
Name the enzyme targeted by cholinesterase inhibitors.,HMG-CoA reductase,Acetylcholinesterase,Cyclooxygenase,Angiotensin-converting enzyme,B
What is the primary mechanism of action of angiotensin-converting enzyme (ACE) inhibitors?,Inhibition of angiotensin-converting enzyme,Inhibition of acetylcholinesterase,Inhibition of cyclooxygenase,Blockade of angiotensin receptors,A
Which of the following is an example of a drug that acts as an agonist at histamine H2 receptors?,Propranolol,Epinephrine,Histamine,Famotidine,D
What is the primary neurotransmitter released by postganglionic sympathetic neurons?,GABA,Acetylcholine,Norepinephrine,Dopamine,C
Which of the following is an example of a drug that acts as a nonselective beta-adrenergic antagonist?,Propranolol,Labetalol,Metoprolol,Acebutolol,A
Name the receptor subtype primarily responsible for the effects of acetylcholine at the parasympathetic neuroeffector junctions.,Nicotinic receptors,Alpha-1 adrenergic receptors,Beta-1 adrenergic receptors,Muscarinic receptors,D
What is the primary neurotransmitter released by postganglionic parasympathetic neurons?,GABA,Dopamine,Acetylcholine,Norepinephrine,C
Which of the following is an example of a drug that acts as a nonselective alpha-adrenergic agonist?,Dobutamine,Phenylephrine,Norepinephrine,Clonidine,B
Name the receptor subtype primarily responsible for the effects of epinephrine at beta-adrenergic receptors.,Beta-2 adrenergic receptors,Beta-3 adrenergic receptors,Alpha-1 adrenergic receptors,Beta-1 adrenergic receptors,A
What is the primary neurotransmitter released by preganglionic sympathetic neurons?,Dopamine,GABA,Norepinephrine,Acetylcholine,D
Which of the following is an example of a drug that acts as a selective alpha-1 adrenergic antagonist?,Carvedilol,Doxazosin,Tamsulosin,Metoprolol,B
Name the receptor subtype primarily responsible for the effects of norepinephrine at alpha-adrenergic receptors.,Alpha-1 adrenergic receptors,Alpha-2 adrenergic receptors,Beta-1 adrenergic receptors,Beta-2 adrenergic receptors,A
What is the primary neurotransmitter released by preganglionic parasympathetic neurons?,Norepinephrine,Dopamine,GABA,Acetylcholine,D
Which of the following is an example of a drug that acts as a selective beta-1 adrenergic agonist?,Albuterol,Epinephrine,Isoproterenol,Dobutamine,D
Name the receptor subtype primarily responsible for the effects of norepinephrine at beta-adrenergic receptors.,Beta-2 adrenergic receptors,Beta-3 adrenergic receptors,Alpha-1 adrenergic receptors,Beta-1 adrenergic receptors,A
What is the primary neurotransmitter released by postganglionic sympathetic neurons innervating sweat glands?,Norepinephrine,Acetylcholine,Dopamine,GABA,B
Which of the following is an example of a drug that acts as a selective alpha-1 adrenergic agonist?,Clonidine,Dobutamine,Methoxamine,Phenylephrine,D
Name the receptor subtype primarily responsible for the effects of acetylcholine at the neuromuscular junction.,Muscarinic receptors,Nicotinic receptors,Beta-1 adrenergic receptors,Alpha-1 adrenergic receptors,B
What is the primary neurotransmitter released by postganglionic parasympathetic neurons innervating sweat glands?,Acetylcholine,Dopamine,GABA,Norepinephrine,A
Which of the following is an example of a drug that acts as a selective beta-2 adrenergic agonist?,Propranolol,Ephedrine,Albuterol,Isoproterenol,C
Name the receptor subtype primarily responsible for the effects of epinephrine at alpha-adrenergic receptors.,Beta-2 adrenergic receptors,Alpha-1 adrenergic receptors,Alpha-2 adrenergic receptors,Beta-1 adrenergic receptors,B
What is the primary neurotransmitter released by preganglionic sympathetic neurons innervating the adrenal medulla?,Dopamine,Norepinephrine,Acetylcholine,GABA,C
Which of the following is an example of a drug that acts as a selective alpha-2 adrenergic agonist?,Epinephrine,Methoxamine,Phenylephrine,Clonidine,D
Which of the following is an example of a drug that acts as a selective beta-1 adrenergic antagonist?,Labetalol,Carvedilol,Metoprolol,Propranolol,C
Name the class of drugs that inhibit the conversion of angiotensin I to angiotensin II.,Angiotensin-converting enzyme (ACE) inhibitors,Calcium channel blockers,Beta-blockers,Angiotensin receptor blockers (ARBs),A
What is the primary mechanism of action of calcium channel blockers?,Inhibition of calcium ion influx into cardiac and smooth muscle cells,Inhibition of angiotensin-converting enzyme (ACE),Blockade of beta-adrenergic receptors,Inhibition of sodium-potassium ATPase,A
Which of the following is an example of a drug that acts as a direct renin inhibitor?,Aliskiren,Losartan,Spironolactone,Lisinopril,A
Name the class of drugs that selectively block the HMG-CoA reductase enzyme.,Fibrates,Bile acid sequestrants,Proton pump inhibitors (PPIs),Statins,D
What is the primary mechanism of action of angiotensin receptor blockers (ARBs)?,Inhibition of sodium-potassium ATPase,Blockade of angiotensin receptors,Inhibition of calcium ion influx into cardiac and smooth muscle cells,Inhibition of angiotensin-converting enzyme (ACE),B
Which of the following is an example of a drug that acts as a selective alpha-1 adrenergic antagonist?,Metoprolol,Doxazosin,Propranolol,Tamsulosin,B
Name the class of drugs that inhibit the reuptake of norepinephrine at the presynaptic nerve terminals.,Dopamine reuptake inhibitors (DRIs),Norepinephrine reuptake inhibitors (NRIs),Serotonin-norepinephrine reuptake inhibitors (SNRIs),Selective serotonin reuptake inhibitors (SSRIs),B
What is the primary mechanism of action of beta-adrenergic agonists?,Inhibition of angiotensin-converting enzyme (ACE),Inhibition of calcium ion influx into cardiac and smooth muscle cells,Activation of beta-adrenergic receptors,Inhibition of sodium-potassium ATPase,C
Which of the following is an example of a drug that acts as a direct vasodilator by releasing nitric oxide?,Diltiazem,Amlodipine,Nitroglycerin,Metoprolol,C
Name the class of drugs that inhibit the sodium-potassium ATPase enzyme.,Potassium-sparing diuretics,Cardiac glycosides,Loop diuretics,Thiazide diuretics,B
What is the primary mechanism of action of angiotensin-converting enzyme (ACE) inhibitors?,Inhibition of angiotensin-converting enzyme,Inhibition of calcium ion influx into cardiac and smooth muscle cells,Blockade of angiotensin receptors,Inhibition of sodium-potassium ATPase,A
Which of the following is an example of a drug that acts as a selective beta-2 adrenergic agonist?,Isoproterenol,Propranolol,Albuterol,Epinephrine,C
Name the class of drugs that increase the excretion of sodium and water by inhibiting sodium reabsorption in the distal convoluted tubules.,Osmotic diuretics,Potassium-sparing diuretics,Loop diuretics,Thiazide diuretics,D
What is the primary mechanism of action of cardiac glycosides?,Inhibition of sodium-potassium ATPase,Blockade of beta-adrenergic receptors,Inhibition of angiotensin-converting enzyme (ACE),Inhibition of calcium ion influx into cardiac and smooth muscle cells,A
Which of the following is an example of a drug that acts as a non-dihydropyridine calcium channel blocker?,Verapamil,Felodipine,Nifedipine,Amlodipine,A
Name the class of drugs that reduce blood pressure by blocking alpha-1 adrenergic receptors on arterioles and veins.,Calcium channel blockers,Alpha-1 adrenergic antagonists,Angiotensin receptor blockers (ARBs),Beta-adrenergic antagonists,B
What is the primary mechanism of action of nitroglycerin?,Inhibition of sodium-potassium ATPase,Blockade of beta-adrenergic receptors,Release of nitric oxide leading to vasodilation,Inhibition of angiotensin-converting enzyme (ACE),C
What is the primary mechanism of action of selective serotonin reuptake inhibitors (SSRIs)?,Inhibition of serotonin reuptake,Inhibition of GABA reuptake,Inhibition of norepinephrine reuptake,Inhibition of dopamine reuptake,A
Which of the following is an example of a drug that acts as a selective serotonin-norepinephrine reuptake inhibitor (SNRI)?,Fluoxetine,Sertraline,Paroxetine,Venlafaxine,D
Name the class of drugs that potentiates the effects of GABA by binding to specific GABA-A receptors.,Serotonin-norepinephrine reuptake inhibitors (SNRIs),Selective serotonin reuptake inhibitors (SSRIs),Norepinephrine reuptake inhibitors (NRIs),Benzodiazepines,D
What is the primary mechanism of action of benzodiazepines?,Potentiation of GABA-A receptor activity,Inhibition of dopamine reuptake,Inhibition of serotonin reuptake,Inhibition of norepinephrine reuptake,A
Which of the following is an example of a drug that acts as a non-benzodiazepine selective agonist of the GABA-A receptor?,Diazepam,Lorazepam,Zolpidem,Alprazolam,C
Name the class of drugs that blocks the N-methyl-D-aspartate (NMDA) receptor.,NMDA receptor antagonists,Dopamine receptor antagonists,Serotonin receptor antagonists,Norepinephrine receptor antagonists,A
What is the primary mechanism of action of tricyclic antidepressants (TCAs)?,Inhibition of dopamine reuptake,Inhibition of acetylcholine esterase,Inhibition of GABA reuptake,Inhibition of norepinephrine and serotonin reuptake,D
Which of the following is an example of a drug that acts as a selective dopamine reuptake inhibitor?,Atomoxetine,Amphetamine,Modafinil,Methylphenidate,D
Name the class of drugs that blocks the dopamine D2 receptors in the mesolimbic pathway.,Benzodiazepines,Dopamine receptor antagonists,Serotonin-norepinephrine reuptake inhibitors (SNRIs),Selective serotonin reuptake inhibitors (SSRIs),B
What is the primary mechanism of action of antipsychotic medications?,Blockade of dopamine D2 receptors,Inhibition of norepinephrine reuptake,Inhibition of GABA reuptake,Inhibition of serotonin reuptake,A
Which of the following is an example of a drug that acts as a selective norepinephrine reuptake inhibitor (NRI)?,Fluoxetine,Sertraline,Atomoxetine,Paroxetine,C
Name the class of drugs that blocks the reuptake of norepinephrine and dopamine while also acting as an agonist at certain serotonin receptors.,Selective serotonin reuptake inhibitors (SSRIs),Serotonin-norepinephrine-dopamine reuptake inhibitors (SNDRI),Tricyclic antidepressants (TCAs),Benzodiazepines,B
What is the primary mechanism of action of antiepileptic drugs?,Inhibition of neuronal excitability,Potentiation of GABA-A receptor activity,Inhibition of serotonin reuptake,Inhibition of norepinephrine reuptake,A
Which of the following is an example of a drug that acts as a non-competitive antagonist at the N-methyl-D-aspartate (NMDA) receptor?,Alprazolam,Zolpidem,Ketamine,Lorazepam,C
What is the primary mechanism of action of selective norepinephrine reuptake inhibitors (NRIs)?,Inhibition of serotonin reuptake,Inhibition of norepinephrine reuptake,Inhibition of dopamine reuptake,Inhibition of GABA reuptake,B
Which of the following is an example of a drug that acts as a selective serotonin antagonist and partial agonist at serotonin receptors?,Aripiprazole,Risperidone,Quetiapine,Olanzapine,A
What is the primary mechanism of action of fluoroquinolone antibiotics?,Inhibition of bacterial DNA gyrase,Inhibition of bacterial protein synthesis,Inhibition of bacterial cell wall synthesis,Inhibition of bacterial RNA polymerase,A
Which of the following is an example of a drug that acts as a bactericidal agent by inhibiting bacterial cell wall synthesis?,Erythromycin,Ciprofloxacin,Penicillin,Gentamicin,C
Name the class of drugs that inhibits bacterial protein synthesis by binding to the 30S ribosomal subunit.,Tetracyclines,Macrolides,Fluoroquinolones,Aminoglycosides,D
What is the primary mechanism of action of sulfonamide antibiotics?,Inhibition of folic acid synthesis,Inhibition of bacterial protein synthesis,Inhibition of bacterial RNA polymerase,Inhibition of bacterial cell wall synthesis,A
Which of the following is an example of a drug that acts as a bacteriostatic agent by inhibiting bacterial protein synthesis?,Amoxicillin,Gentamicin,Tetracycline,Ciprofloxacin,C
Name the class of drugs that inhibits bacterial cell wall synthesis by binding to penicillin-binding proteins.,Penicillins,Sulfonamides,Fluoroquinolones,Aminoglycosides,A
What is the primary mechanism of action of macrolide antibiotics?,Inhibition of bacterial protein synthesis,Inhibition of bacterial cell wall synthesis,Inhibition of bacterial RNA polymerase,Inhibition of DNA gyrase,A
Which of the following is an example of a drug that acts as a bactericidal agent by inhibiting bacterial protein synthesis?,Ciprofloxacin,Tetracycline,Azithromycin,Gentamicin,D
What is the primary mechanism of action of tetracycline antibiotics?,Inhibition of folic acid synthesis,Inhibition of bacterial cell wall synthesis,Inhibition of bacterial RNA polymerase,Inhibition of bacterial protein synthesis,D
Which of the following is an example of a drug that acts as a bacteriostatic agent by inhibiting folic acid synthesis in bacteria?,Amoxicillin,Ciprofloxacin,Gentamicin,Trimethoprim,D
Name the class of drugs that inhibits bacterial protein synthesis by binding to the 50S ribosomal subunit.,Aminoglycosides,Macrolides,Tetracyclines,Fluoroquinolones,B
What is the primary mechanism of action of aminoglycoside antibiotics?,Inhibition of bacterial protein synthesis,Inhibition of bacterial cell wall synthesis,Inhibition of folic acid synthesis,Inhibition of bacterial RNA polymerase,A
Which of the following is an example of a drug that acts as a bactericidal agent by inhibiting bacterial cell wall synthesis?,Tetracycline,Ciprofloxacin,Vancomycin,Erythromycin,C
What is the primary mechanism of action of penicillin antibiotics?,Inhibition of bacterial protein synthesis,Inhibition of DNA gyrase,Inhibition of bacterial cell wall synthesis,Inhibition of bacterial RNA polymerase,C
Which of the following is an example of a drug that acts as a bacteriostatic agent by inhibiting bacterial protein synthesis?,Gentamicin,Ciprofloxacin,Erythromycin,Nafcillin,C
Name the class of drugs that inhibits folic acid synthesis in bacteria by inhibiting the enzyme dihydropteroate synthase.,Tetracyclines,Sulfonamides,Fluoroquinolones,Macrolides,B
